what do you think?,player_name,trade_date,season,trade_type,from_team,to_team,num_teams,position_group,is_pitcher,age_at_trade,contract_status,years_control_remaining,salary_m,aav_m,war_yr0,g_yr0,war_yr1,g_yr1,war_yr2,g_yr2,war_yr3,g_yr3,war_peak,covid_yr,wWAR,war_trend,trend_label,yr0_rate,avail_pct,avail_grade,peak_gap,key_pieces,return_summary,return_tier,return_prospect_grades,notes
T063,Sonny Gray,1/21/2019,2019,offseason,NYY,CIN,2,SP,1,29,signed,3,7.5,10.17,,,0.1,30,2.5,27,-0.3,22,2.5,,0.8,-0.7,stable,,0.878,B,1.7,"Shed Long Jr, 2019 Comp A Pick",Shed Long Jr. + Comp-A pick; Gray signed 3-yr/$30.5M extension with CIN immediately,4,"P5, P6",NYY also included Reiver Sanmartin
T065,Marcell Ozuna,12/14/2017,2018,offseason,MIA,STL,2,OF,0,27,arb3,1,9,9,,,5.7,159,1.9,148,0.8,123,5.7,,3.21,2.49,rising,,0.885,B,2.49,"Sandy Alcantara, Daniel Castano, Zac Gallen, Magneuris Sierra",Historic return: Alcantara (2022 NL Cy Young) + Gallen (ARI ace) + Sierra + Castano,6,"P4, P6, P5, P4","Miami's new ownership (Sherman/Jeter) orchestrated a full roster teardown in December 2017, trading Ozuna just days after dealing Giancarlo Stanton to the Yankees to slash payroll. Ozuna had two years of arbitration remaining (signed for $9M in January 2018) and would not reach free agency until after 2019, making him a controlled asset the Marlins chose to flip for prospects rather than pay through a rebuild. Alcantara was the Cardinals' #6 org prospect and landed just inside most national top-100 lists entering 2018 (BA ~70th, BP ~72nd); Sierra was the Cardinals' #5 org prospect with fringe national top-100 status. Gallen was not yet a national prospect at trade time but emerged as a top-100 name in 2019 and was later dealt to Arizona for Jazz Chisholm Jr.; Alcantara won the 2022 NL Cy Young unanimously, making this one of the most lopsided pitching-prospect hauls in recent trade history."
T066,Paul Goldschmidt,12/5/2018,2019,offseason,ARI,STL,2,1B,0,31,signed,1,14.5,14.5,,,5.8,158,6.1,155,4.9,158,6.1,,5.67,0.13,stable,,0.969,A+,0.43,"Carson Kelly, Luke Weaver, Andy Young, 2019 Comp B Pick",Kelly + Weaver + Andy Young + Comp-B pick; Goldschmidt signed 5-yr extension immediately,7,"P4, MLB-depth, P6, P6",[FLAG: extension not signed until March 2019; at trade date (Dec 2018) this was a rental .� review contract_status and years_control]
T067,Anthony Rizzo,7/29/2021,2021,deadline,CHC,NYY,2,1B,0,31,rental,0,16.5,16.5,1.3,92,1,58,3.62,146,3.1,153,4.4,1,3.4,0.22,stable,2.29,0.923,A,1,"Alexander Vizcaino, Kevin Alcantara","Two raw prospects (Alexander Vizcaino, Kevin Alcantara); Cubs ate ~$5.65M of Rizzo salary",5,"P4, P6",CHC included Cash
T068,Javier Baez + Trevor Williams,7/30/2021,2021,deadline,CHC,NYM,2,SS,0,28,rental,0,11.65,11.65,2.6,91,0.7,59,5.58,138,6.8,160,6.8,1,6.1,-0.52,stable,4.63,0.92,A,0.7,Pete Crow Armstrong,Top-15 Mets prospect (Pete Crow-Armstrong) for Baez + Williams; PCA became CHC All-Star CF,7,P5,CHC included Cash; Trevor Williams also went CHC to NYM alongside Baez
T069,Craig Kimbrel,7/30/2021,2021,deadline,CHC,CWS,2,RP,1,33,signed,1,16,14.3,2.4,39,-0.1,18,-1.06,23,2.1,63,2.4,1,0.29,-1.35,declining,4,0.662,C,2.11,"Codi Heuer, Nick Madrigal",Madrigal (contact-first 2B) + Heuer (bullpen) for Kimbrel at peak value (0.49 ERA),4,"MLB-depth, MLB-depth","Kimbrel had $5.6M remaining on his $16M/2021 salary (3-year/$43M deal signed in 2019) plus a $16M club option for 2022 that the White Sox exercised, making him their primary closer alongside Liam Hendriks. The Cubs received Madrigal (4th overall pick, 2018), already on the 60-day IL with a season-ending proximal hamstring tear, giving Chicago a contact-first 2B under team control through 2026 at minimal cost; he debuted with the Cubs in 2022 but never recaptured his pre-injury production and was non-tendered after 2024. Heuer, a 97 mph righty with four years of team control remaining, underwent Tommy John surgery in March 2022 and missed the entire season, effectively wiping out his value as a return piece. Both return pieces failed to deliver meaningful MLB contributions, making this an underpay for a pitcher who posted a 0.49 ERA and was arguably the best reliever in baseball at the time of the deal."
T070,Tanner Scott + Bryan Hoeing,7/30/2024,2024,deadline,MIA,SDP,2,RP,1,30,rental,0,5.7,5.7,3,44,2.85,74,0.1,67,0.36,62,3.9,,1.31,1.54,rising,4.43,1.041,A+,2.59,"Jay Beshears, Adam Mazur, Graham Pauley, Robby Snelling",Four SDP top-30 prospects headlined by Snelling (LHP); Scott signed with Dodgers in FA,6,"P5, P5, P5, P3","Included Bryan Hoeing going to san diego, Scott signed with Dodgers in free agency after this season"
T071,Robbie Ray,8/31/2020,2020,deadline,ARI,TOR,2,SP,1,28,rental,0,9.43,9.43,-0.5,7,2.28,33,1.3,24,4.8,28,3.91,0,2.58,-0.3,stable,,0.944,A,1.33,Travis Bergen,Reliever-only return (Bergen) + cash; Ray won AL Cy Young with TOR in 2021,4,"P6, CASH","Ray was in his final arbitration year at $9.43M and had posted a 7.84 ERA in 31 IP during the shortened 2020 season, making him a pure salary-dump with Arizona absorbing roughly $300K in cash sent to Toronto. Bergen was a 7th-round 2015 draftee who went Rule 5 to the Giants in 2018, held no national prospect ranking by 2020, and had pitched only 22 career MLB appearances at a 5.06 ERA — pure org reliever depth. Ray re-signed with Toronto on a 1-year/$8M deal for 2021 and won the AL Cy Young (2.84 ERA, 248 K, 193.1 IP) before signing a 5-year/$115M deal with Seattle post-season, making the Bergen-plus-cash return one of the worst in recent deadline history."
T072,Nelson Cruz,7/22/2021,2021,deadline,MIN,TB,2,DH,0,41,rental,0,13,13,2.1,85,1.8,53,4.4,120,2.9,144,4.4,1,3.76,0.64,stable,4,0.815,B,0.64,"Joe Ryan, Drew Strotman","Two Rays pitching prospects (Ryan, Strotman); Ryan became a rotation anchor for MIN",5,"P3, P6",MIN included Calvin Faucher
T073,Eugenio Suarez,3/14/2022,2022,offseason,CIN,SEA,2,DH,0,30,signed,2,11,9.43,,,-0.02,145,0.5,57,4.34,159,3.5,2,1.61,-1.63,declining,,0.938,A,1.89,"Justin Dunn, Jake Fraley, Brandon Williamson, Connor Phillips","Four-piece haul (Dunn, Fraley, Williamson, Phillips PTBNL); SEA absorbed Suarez $35M deal",5,"MLB-depth, MLB-depth, P5, PTBNL",Connor Phillips confirmed as PTBNL received by CIN (3/29/2022) [FLAG: years_control=2 guaranteed (2023+2024); review if $15M club option for 2025 should count]
T004,Frankie Montas + Lou Trivino,8/1/2022,2022,deadline,OAK,NYY,2,SP,1,29,signed,1,6.75,5.025,1.6,19,3.7,32,-0.3,11,2.6,16,3.7,2,3.29,0.41,stable,2.53,0.8,C,0.41,"Ken Waldichuk,JP Sears,Luis Medina, Ciioer Bowman",Four prospects; sold high before injury decline,6,"P4, P5, P4, P6",Montas struggled post-trade; Yankees overpaid in hindsight
T074,Mason Miller + JP Sears,7/31/2025,2025,deadline,OAK,SDP,2,RP,1,26,pre-arb,5,0.765,0.765,1,38,2.5,55,0.7,10,,,2.5,,1.7,0.8,stable,1.71,0.5,D,0.8,"Leodalis De Vries, Braden Nett, Henry Baez, Eduarniel Nunez","OAK received 18-year-old SS Leodalis De Vries (MLB.com No. 3 overall prospect, Baseball America No. 5), plus three Padres arms: RHP Braden Nett (SD's #3 prospect), RHP Henry Baez (SD's #13 prospect), and RHP Eduarniel Nunez (SD's #17 prospect). De Vries was the clear headliner and one of the top prospects in baseball at the time.",7,"P1, P4, P5, P6","Miller was co-traded alongside SP JP Sears in a single package deal on July 31, 2025. Miller was the primary asset  elite closer averaging 101+ mph with 20 saves and a 3.76 ERA in 38 appearances at time of trade. Pre-arb status gave SD 5 years of control at below-market cost. Miller became Super 2 arbitration eligible after the 2025 season and signed a 1-year/$4M deal with SD for 2026. Return tier adjusted down 1 from 8 because Sears was bundled in the same deal."
T075,Carlos Correa,7/31/2025,2025,deadline,MIN,HOU,2,SS,0,30,signed,3,11.4,33.33,0.2,93,4.22,86,1.72,135,4.58,136,5.3,,3.48,0.74,stable,0.35,0.735,C,1.82,Matt Mikulski,"Minnesota received only pitching prospect Matt Mikulski (26-year-old LHP, 2021 2nd-round pick by SF Giants, no top-100 ranking), while the Twins also ate 33 Million of Correa's deal over the next 3 years. Mikulski was subsequently released by the Twins, making the return effectively cash and a depth arm.",2,P6,"Correa waived his no-trade clause, stating Houston was the only team he would accept. The Twins entered a fire sale at the 2025 deadline and prioritized shedding payroll over prospect return. Correa moved from SS to 3B for Houston due to Isaac Paredes suffering a serious hamstring injury. The Twins retained $33M of the ~$103.4M remaining on the deal ($3M in 2025 plus $10M each in 2026-2028). Correa later suffered a season-ending ankle injury requiring surgery in May 2026."
T076,Jhoan Duran,7/30/2025,2025,deadline,MIN,PHI,2,RP,1,27,arb2,2,4.125,4.125,2.2,49,1.19,58,1.08,59,1.53,57,2.9,,1.24,-0.05,stable,2.92,0.892,A,1.66,"Eduardo Tait, Mick Abel","Minnesota received catching prospect Eduardo Tait (Phillies #4, Baseball America Top 50 ~#50, MLB Pipeline ~#54) (45+FV) and right-handed pitching prospect Mick Abel (Phillies #6, 23-year-old, 2020 first-round pick). Tait was the headliner as an 18-year-old catcher already at High-A with power upside, Abel Athletic righty with prototypical size who has struggled with spats of poor fastball movement and control. Rejuvenated curveball still gives him a no. 4/5 starter look. (45 FV)",5,"P3, P4","Trade occurred July 30, 2025 at the MLB trade deadline. Duran had a 2.01 ERA in 49.1 IP with 16 saves entering the deal. He was arbitration-eligible through 2027, giving PHI two-plus years of control. PHI was motivated to deal after Jose Alvarado received an 80-game PED suspension making him ineligible for the postseason."
T077,David Bednar,7/31/2025,2025,deadline,PIT,NYY,2,RP,1,30,arb2,1,5.9,5.9,1.4,42,-0.18,62,2.6,66,1.3,45,2.6,,1.12,-1.3,declining,2.17,0.887,B,1.48,"Rafael Flores, Edgleen Perez, Brian Sanchez","Pittsburgh received three Yankees prospects: catcher/1B Rafael Flores (Yankees' #8 prospect per MLB Pipeline and Baseball America), catcher Edgleen Perez (#14 Yankees prospect, top defensive catching prospect in the system), and outfielder Brian Sanchez (#24 Yankees prospect). None were top-100 league-wide prospects at the time of the trade.",3,"P5, P6, P6","Bednar dealt with a lat injury in Spring Training and a left oblique strain in June 2025 before being traded. He was optioned to Triple-A in late March but returned and went 17-for-17 in save opportunities prior to the deadline. Spotrac confirmed he was arbitration-eligible through 2026 with UFA status in 2027, giving NYY one additional year of control. Trade was widely criticized as a poor return for a two-time All-Star closer."
T078,Merrill Kelly,7/31/2025,2025,deadline,ARI,TEX,2,SP,1,36,rental,0,7,7,2.7,22,0.65,13,3.16,30,3.18,33,4,,2.12,-1.47,declining,3.68,0.844,B,1.88,"Kohl Drake, Mitch Bratt, David Hagaman","Arizona received three pitching prospects from Texas: LHP Kohl Drake (Triple-A, ranked ~#11 in ARI system post-trade), LHP Mitch Bratt (Double-A, #13 in ARI system, sub-top-100 BA), and RHP David Hagaman (#8 in ARI system per MLB Pipeline). None were ranked in the top 100 nationally at the time of the trade.",4,"P5, P5, P5",Trade completed with minutes remaining at the 2025 deadline. Kelly was in the final year of a club-option deal at $7M (rental). He posted a 3.22 ERA in 22 starts pre-trade. After the season Kelly re-signed with Arizona on a 2-year/$40M deal for 2026-27.
T079,Ryan Helsley,7/30/2025,2025,deadline,STL,NYM,2,RP,1,31,rental,0,8.2,8.2,1,36,2.25,65,1.4,33,2,54,2.8,,1.9,0.35,stable,1.81,0.779,B,0.9,"Jesus Baez, Nate Dohm, Frank Elissalt","STL received three Mets minor leaguers: SS Jesus Baez (Mets #8 prospect, ranked #92 on Baseball America's 2025 Top 100), RHP Nate Dohm (Mets #14 prospect, 2024 3rd-round pick), and RHP Frank Elissalt (unranked). Baez was the headliner with above-average power and arm from the left side of the infield.",5,"P4, P5, P6","Trade announced July 30, 2025 at the deadline. Helsley was a rental (2025 UFA). He hinted post-trade he was not in favor of the move. His tenure with NYM was disastrous: 14 ER in 11.0 IP in 14 appearances. He subsequently signed a 2-year deal with Baltimore after the season. Industry grades on the Cardinals' return were mixed .� ESPN rated it A- for STL given Helsley's expiring status."
T080,Shane Bieber,7/31/2025,2025,deadline,CLE,TOR,2,SP,1,30,signed,1,10,13,,,0.7,2,1.9,21,4.77,31,3.5,,2.12,-1.42,declining,,0.6,D,1.38,Khal Stephen,"Cleveland received RHP prospect Khal Stephen, the Blue Jays' No. 5 prospect at the time of the trade (ranked 80th-89th on national top-100 lists by FanGraphs and Just Baseball). Stephen posted a 2.06 ERA across 91.1 innings in 2025, reaching Double-A, and was a 2023 supplemental first-round pick (59th overall).",4,P4,"Bieber missed all of 2024 following Tommy John surgery in April 2024 and was still rehabbing at the time of the July 31, 2025 trade deadline deal. He had only worked 4 innings in Double-A when traded. He signed a 2-year, $26M deal with Cleveland in December 2024 ($10M in 2025, $16M player option for 2026). After the trade, he made 7 starts for Toronto with a 3.57 ERA, won Game 4 of the 2025 World Series against the Dodgers, then exercised his $16M player option to stay with Toronto for 2026."
T081,Ryan O'Hearn + Ramon Laureano,8/1/2025,2025,deadline,BAL,SDP,2,1B,0,32,rental,0,8,8,2,94,1.8,142,1.2,112,-0.5,67,2,,1.03,0.77,stable,3.45,0.66,D,0.97,"Boston Bateman, Cobb Hightower, Tyson Neighbors, Victor Figueroa, Tanner Smith, Brandon Butterworth","Baltimore received six Padres prospects headlined by LHP Boston Bateman (Padres #4, 2024 2nd-round HS pick, 6'8"" with 97 mph FB) and SS Cobb Hightower (Padres #6, 3rd-round 2024 pick), plus RHP Tyson Neighbors (Padres #12), RHP Tanner Smith, INF Victor Figueroa (#29), and INF Brandon Butterworth, plus cash.",5,"P4, P5, P5, P6, P6, P6","Package deal .� O'Hearn (2025 All-Star, .283/.374/.463, 13 HR in 94 G) and Laureano (.290/.355/.529, 15 HR in 82 G) traded together at 2025 deadline. O'Hearn was a pure rental (2025 club option exercised at $8M, became Pirates FA on $29M/2yr deal). Laureano had a $6.5M 2026 club option. This was Baltimore's largest deadline deal in a rebuilding pivot. Padres gutted their farm system at the deadline, finishing dead last in farm system rankings post-deadline. Return tier adjusted down 1 from base-6 due to co-traded player (Laureano)."
T082,Ryan McMahon,7/26/2025,2025,deadline,COL,NYY,2,3B,0,30,signed,2,12,11.67,1.2,100,2.3,153,1.78,152,3.2,153,3.2,,2.35,-0.05,stable,1.94,0.942,A,0.85,"Griffin Herring, Josh Grosz","Colorado received LHP Griffin Herring (Yankees' #8 prospect per MLB.com, 1.71 ERA across Low-A/High-A in 2025, 6th-round pick out of LSU in 2024) and RHP Josh Grosz (Yankees' #21 prospect, 11th-round pick in 2023). Both are low-minors arms not projected for MLB until 2027.",4,"P5, P6","Trade announced July 25, 2025, just before the August 1 deadline. McMahon was batting .217/.717 OPS with 16 HR and an NL-leading 127 strikeouts in 100 games. He had 2 full years remaining on his 6-year/$70M extension (2026 at $16M, 2027 at $16M). Yankees assumed ~$32M in remaining obligations. Herring has since been cited as validating the return for Colorado."
T084,Dustin May,7/31/2025,2025,deadline,LAD,BOS,2,SP,1,27,rental,0,2.135,2.135,-0.4,19,,,1.4,9,0.28,6,1.4,,0.92,,,-0.63,0.25,F,0.48,"James Tibbs, Zach Ehrhard","LAD received James Tibbs III (Red Sox #5 org prospect, fringe MLB Pipeline top-100 outfielder, 2024 first-round pick #13 out of FSU) and Zach Ehrhard (Red Sox #27 org prospect, 13th-round 2021 outfielder). Both were minor league outfielders in High-A/Double-A at the time of the deal.",4,"P4, P6","Trade officially completed July 31, 2025. May was a rental .� 2025 was his final year of arb3 control at $2.135M before free agency. He posted a 4.85 ERA in 104 IP for LAD before the deal, then went -0.3 bWAR in 6 appearances for BOS before landing on the IL for the rest of the season. Tibbs was one of the last players cut from MLB Pipeline's 2025 preseason top-100 list. May signed a 1-year $12.5M deal with the Cardinals in December 2025."
T085,Griffin Jax,7/31/2025,2025,deadline,MIN,TBR,2,RP,1,30,arb1,2,2.365,2.365,0.2,50,2.8,72,1.22,71,1,65,2.8,,1.82,0.98,stable,0.26,1.067,A+,0.98,Taj Bradley,"Minnesota received RHP Taj Bradley in a straight one-for-one swap. Bradley was a 24-year-old pre-arb starting pitcher controlled through 2030 who had posted a 4.61 ERA across 21 starts for Tampa Bay in 2025, with solid strikeout upside.",5,MLB-depth,"Trade deadline buzzer-beater on July 31, 2025. Jax had requested a trade from the rebuilding Twins. Jax was in his first arbitration year (arb1) at the time of the trade with two years of control remaining (2026 arb2, 2027 arb3, FA after 2027). Jax showed elite strikeout metrics in 2025 (36.4% K rate, 19.5% SwStr%) despite a 4.50 ERA. Rays looking to convert to starter"
T086,Camilo Doval,7/31/2025,2025,deadline,SFG,NYY,2,RP,1,28,arb1,2,4.525,4.525,0.7,47,0.1,62,1.92,69,1.22,68,1.8,,0.99,-0.89,stable,0.97,1.021,A+,0.81,"Trystan Vrieling, Jesus Rodriguez, Parks Harber, Carlos De La Rosa","The Giants received a four-prospect package headlined by catcher Jesus Rodriguez (Yankees #25 org prospect per BA, #25 per Pipeline), RHP Trystan Vrieling (Yankees #19 per Pipeline), INF Parks Harber (unranked, strong 2025 performance at Hi-A), and teenage LHP Carlos De La Rosa (Yankees #25 per BA, DSL arm). No nationally-ranked top-100 prospects were included.",4,"P5, P5, P6, P6","Trade occurred July 31, 2025 (trade deadline). Doval was in his first year of arbitration eligibility (arb1) with a $4.525M salary in 2025, under team control through 2027 (2 arb years remaining at time of trade). Jesus Rodriguez made his MLB debut with SFG in 2026. Parks Harber had a strong 2025 (.323/.420/.550, 13 HR in 79 minor league games) and was noted as a sleeper in the return."
T293,Louie Varland + Ty France,8/1/2025,2025,deadline,MIN,TOR,2,RP,1,27,pre-arb,5,0.768,0.768,1.8,51,-1.3,16,0.6,17,0.4,5,1.8,,-0.24,-1.06,declining,2.29,0.195,F,2.04,"Kendrys Rojas, Alan Roden","Minnesota received OF Alan Roden (Blue Jays' #5-7 prospect, strong Triple-A track record) and LHP Kendry Rojas (Blue Jays' #8 prospect by BJ Nation, #5 by MLB Pipeline), a Cuban lefty with a 94-97 mph fastball. This was a package deal .� Varland was traded alongside 1B Ty France, which dilutes the per-player return value.",4,"P4, P5","Trade completed July 31, 2025 at the deadline. Varland was leading the AL with 51 appearances and posted a 2.02 ERA in 2025 before the trade. He was fully pre-arb with ~1 year of service time and 5 years of control remaining (arb-eligible 2027, FA after 2030). This was a package trade .� Ty France (1B, veteran) was co-traded alongside Varland, so return tier is adjusted down one tier from what Varland alone might command. The trade was widely criticized as a Twins sell-low; Varland went on to win AL Reliever of the Month for March/April 2026. Rojas later ranked #8 in the Twins system and got buzz in spring training 2026."
T087,Tyler Rogers,7/30/2025,2025,deadline,SFG,NYM,2,RP,1,34,rental,0,5.25,5.25,1.8,53,0.58,77,0.6,68,0.9,68,1.8,,0.67,-0.09,stable,2.21,1.092,A+,1.13,"Jose Butto, Blade Tidwell, Drew Gilbert","SFG received outfield prospect Drew Gilbert (Mets org top-6, fringe national top-100), pitching prospect Blade Tidwell (Mets org No. 16 prospect, made MLB debut in 2025), and MLB reliever Jose Butto. Gilbert and Tidwell were both former University of Tennessee teammates.",4,"P4, P5, MLB-depth","Trade deadline deal July 30, 2025. Rogers was in final arb year (signed 1-yr $5.25M avoiding arb in Jan 2025), making him a pure rental. He posted a 1.80 ERA and 0.860 WHIP at time of trade. Rogers subsequently signed a 3-yr $37M deal with the Toronto Blue Jays in free agency after 2025 season (AAV $12.33M). Blade Tidwell had made his MLB debut in May 2025 before the trade. Drew Gilbert had battled injuries in 2024. Both Gilbert and Tidwell are former Tennessee Volunteers with a connection to Giants manager Tony Vitello."
T088,Zack Littell,8/1/2025,2025,deadline,TBR,CIN,3,SP,1,29,rental,0,5.72,5.72,2.5,22,2.27,29,1,28,0.1,39,2.8,,1.3,0.97,stable,3.41,1.067,A+,1.5,"Hunter Feduccia, Brian Van Belle, Adam Serwinowski, Paul Gervase, Ben Rortvedt","Tampa Bay received RHP Brian Van Belle (Triple-A depth arm, no MLB debut, 3.21 ERA in upper minors in 2025) and C Hunter Feduccia (Dodgers' #31 prospect per FanGraphs, plus receiver with .277/.387/.450 in 1200+ Triple-A PAs) in a three-team deal that also involved the Dodgers. The Reds' #10 prospect Adam Serwinowski was routed through Tampa Bay to Los Angeles as part of the same transaction.",3,"P6, P5","Three team Trade: Reds aquire Zack Littell, Rays acquire Hunter Feduccia, Brian Van Belle, Dodgers Acquire Paul Gervace, Ben Rortvedt, Adam Serwinowski"
